Literal Lemma,MariT sense,IWN sense,Gloss S. (WM),Total S.,T. Relation S.,Mariterm ID,ItalWN ID,Mariterm Gloss,ItalWN Gloss,MariTerm Relations,ItalWN Relations,bonus,malus,missing_relations,no_gloss_relations,bonus_relations
proroga,1,1,0.0,0.0,0,N#2703,N#8223,posposizione di una scadenza  ritardo,il tempo dilazionato,[],"['xpos_near_synonym, differire, rimandare  rinviare nel tempo. (Score: 0.00)', 'has_hyperonym, ritardo, il tempo di cui si ritarda (Score: 0.00)']",0,0,[],[],[]
Providence,1,1,0.0,0.0,0,NP#1232,NP#46398,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
puleggia,1,1,0.0,0.0,0,N#1658,N#11843,"rotella del bozzello o di una carrucola scanalata alla periferia per consentirne l aderenza delle cime o dei cavi d acciaio
",ruota che trasmette il moto mediante funi o cinghie,[],"['has_hyperonym, ruota, organo meccanico circolare che gira intorno ad un asse (Score: 0.00)']",0,0,[],[],[]
Punta_Campanella,1,1,0.0,0.0,0,NP#2596,NP#46576,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
puntale,1,1,0.0,-0.33,0,N#1659,N#17248,indica la massima distanza tra il fondo e la coperta spesso è in corrispondenza della sezione maestra  nelle imbarcazioni da diporto corrisponde alla massima altezza interna,estremità a punta di alcuni oggetti,"[""has_hyperonym, altezza, misura riferita alle stelle oppure a parti dell'imbarcazione. Ha anche altri significati differenti a seconda del contesto. (Score: 0.00)""]","['has_hyperonym, testata, la parte estrema di qualcosa (Score: 0.00)', 'has_hyponym, ardiglione, puntale di una fibbia (Score: 0.00)', 'has_hyponym, ghiera, puntale di ferro con cui termina un bastone per far presa sul terreno (Score: 0.00)']",0,-0.33,['altezza'],[],[]
punto,1,5,0.12083223046959846,-2.5191677695304016,0,N#652,N#14260,termine generico per indicare una posizione specifica sia fisica che geografica,per estens  oggetto o segno piccolissimo o che appaia tale,"['has_hyperonym, luogo, parte dello spazio occupata o occupabile materialmente o idealmente (Score: 0.00)', 'has_hyponym, baricentro, in un corpo o sistema di corpi  punto di applicazione della forza di gravitazione.  (Score: 0.00)', 'has_hyponym, nadir, è il punto della sfera celeste diametralmente opposto allo ""zenit"". (Score: 0.00)', 'has_hyponym, cardine, punto cardinale (Score: 0.00)', 'has_hyponym, punto di scotta, punto nel quale si fissa il bozzello (o il sistema di bozzelli) che rimanda la scotta di una vela. La variazione del punto di scotta genera un cambio nella forma della vela.  (Score: 0.00)', ""has_hyponym, punto nave, posizione geografica della nave o dell'imbarcazione in mare. (Score: 0.00)"", 'has_hyponym, punto stimato, posizione geografica (punto nave) calcolata con la ""navigazione stimata"" considerando sia lo spostamento dell\'imbarcazione che le cause che possono influenzare esternamente il suo moto (corrente e scarroccio). (Score: 0.00)', 'has_hyponym, zenit, punto della sfera celeste che si trova esattamente sulla verticale che passa per il luogo di osservazione. (Score: 0.00)']","['has_hyperonym, oggetto, oggetto materiale  concreto (Score: 0.00)', ""has_hyperonym, simbolo, segno che acquisisce un valore all'interno di un sistema convenzionale (Score: 0.00)""]",0,-2.64,"['luogo', 'baricentro', 'nadir', 'cardine', 'punto di scotta', 'punto nave', 'punto stimato', 'zenit']",[],[]
quadrato,1,5,0.028988048461622205,0.028988048461622205,0,N#1665,N#2348,"nelle navi indica normalmente la zona mensa e ricreativa degli ufficiali
nelle imbarcazioni da diporto indica la zona giorno sottocoperta
",piattaforma quadrata delimitata da corde in cui si disputano incontri di pugilato,[],"['has_hyperonym, palco, costruzione provvisoria rialzata da terra in occasione di cerimonie e simili. (Score: 0.00)']",0,0,[],[],[]
quantità,1,3,0.0,-0.99,0,N#2723,N#9937,una grande quantità,grandezza misurabile o quantificabile,"['has_hyperonym, numero, numero  massa  grandezza di qcs.: quantità di denaro  di merci  di energia (Score: 0.00)', 'has_hyponym, carico, quanto si carica su qualcosa (Score: 0.00)', 'has_hyponym, mare, abbondanza  grande quantità  estensione. (Score: 0.00)']","['has_hyperonym, fenomeno_fisico, No Gloss (Score: 0.00)', ""has_hyponym, accelerazione, variazione della velocità nell'unità di tempo (Score: 0.00)"", 'has_hyponym, ammettenza, grandezza elettrica tipica dei circuiti in parallelo a corrente alternata (Score: 0.00)', 'has_hyponym, conduttanza, grandezza fisica (Score: 0.00)', 'has_hyponym, frequenza, in fisica (Score: 0.00)', 'has_hyponym, impedenza, grandezza fisica tipica dei circuiti a corrente alternata (Score: 0.00)', 'has_hyponym, potenza, capacità di un sistema di sviluppare lavoro  grandezza fisica (Score: 0.00)']",0,-0.99,"['numero', 'carico', 'mare']",[],[]
quota,1,6,0.11671773546032795,0.11671773546032795,0,N#2529,N#17502,altezza in metri rispetto al livello marino medio,altezza dal suolo,[],"['has_hyperonym, altezza, estensione verticale (Score: 0.00)']",0,0,[],[],[]
Ramsgate,1,1,0.0,0.0,0,NP#1233,NP#45548,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
randa,1,1,0.0,-1.6500000000000001,0,N#215,N#11997,nelle imbarcazioni moderne è la vela principale,strumento usato da falegnami  muratori e simili,"['has_hyperonym, vela, ciascuno dei teli disposti verticalmente a bordo dei velieri in modo da ricevere la pressione del vento per utilizzarla come forza motrice. (Score: 0.00)', ""has_hyponym, brigantina, randa che i brigantini portano all'albero di poppa. (Score: 0.00)"", 'has_hyponym, randa di cappa, randa di superficie molto ridotta e di tessuto robustissimo  che si monta in caso di vento fortissimo. (Score: 0.00)', 'has_hyponym, randa Marconi, nome dato nel 1920 a un particolare tipo di randa per la sua forma che ricorda le antenne radio inventate da Guglielmo Marconi. (Score: 0.00)', ""has_hyponym, vela al terzo, tipo di randa aurica  di forma trapezioidale  con il lato superiore allacciato ad un breve pennone che è sospeso sull'albero ad un terzo della sua lunghezza.  (Score: 0.00)""]","[""has_hyperonym, utensile, arnese atto all'esecuzione di determinate operazioni proprie di un'arte  di un mestiere o di una tecnica. (Score: 0.00)""]",0,-1.6500000000000001,"['vela', 'brigantina', 'randa di cappa', 'randa Marconi', 'vela al terzo']",[],[]
rappresentazione,1,3,0.0,-0.33,0,N#2284,N#9761,[FALLBACK] ,spettacolo  manifestazione artistica che si tiene davanti a un pubblico in un locale,"['has_hyponym, schema, No Gloss (Score: 0.00)']","['has_hyperonym, attività_artistica, attività umana volta a creare opere fruibili esteticamente (Score: 0.00)', ""has_hyponym, anteprima, presentazione di uno spettacolo ad una ristretta cerchia di spettatori prima dell'uscita nelle sale (Score: 0.00)"", 'has_hyponym, avanspettacolo, spettacolo teatrale  per lo più di rivista  presentato come complemento di un programma cinematografico. (Score: 0.00)', 'has_hyponym, azione_teatrale, azione teatrale (Score: 0.00)', 'has_hyponym, balletto, rappresentazione teatrale realizzata da un gruppo di ballerini (Score: 0.00)', 'has_hyponym, beneficiata, No Gloss (Score: 0.00)', 'has_hyponym, boiata, No Gloss (Score: 0.00)', 'has_hyponym, cabaret, genere di spettacolo (Score: 0.00)', 'has_hyponym, circo_equestre, spettacolo che si svoge in un circo (Score: 0.00)', ""has_hyponym, corrida, spettacolo cruento  popolare in Spagna  nel quale combattono  in un'arena  un uomo e un toro. (Score: 0.00)"", ""has_hyponym, diorama, nell'Ottocento  tipo di spettacolo che  attraverso una serie di artifici  dava agli spettatori l'impressione di vedere un panorama reale (Score: 0.00)"", 'has_hyponym, esibizione, spettacolo. (Score: 0.00)', 'has_hyponym, festival, manifestazione artistica che si svolge periodicamente in un luogo (Score: 0.00)', 'has_hyponym, giostra, nel medioevo  spettacolo consistente in un combattimento di uomini a cavallo (Score: 0.00)', 'has_hyponym, happening, No Gloss (Score: 0.00)', 'has_hyponym, ludo, No Gloss (Score: 0.00)', 'has_hyponym, lungagnata, No Gloss (Score: 0.00)', 'has_hyponym, manifestazione, spettacolo pubblico. (Score: 0.00)', 'has_hyponym, mattinata, spettacolo  rappresentazione effettuata di giorno  spec. di pomeriggio (Score: 0.00)', ""has_hyponym, mimo, rappresentazione scenica muta  di origine classica  in cui l'azione è espressa unicamente dai movimenti mimici e dalla danza. (Score: 0.00)"", 'has_hyponym, musical, commedia musicale. (Score: 0.00)', 'has_hyponym, music-hall, No Gloss (Score: 0.00)', 'has_hyponym, naumachia, No Gloss (Score: 0.00)', 'has_hyponym, numero, parte di uno spettacolo di varietà (Score: 0.00)', 'has_hyponym, opera, rappresentazione teatrale interamente musicata e cantata (Score: 0.00)', ""has_hyponym, opera_lirica, rappresentazione scenica in cui i personaggi si esprimono mediante il canto e con l'accompagnamento dell'orchestra e del coro. (Score: 0.00)"", 'has_hyponym, parodia, No Gloss (Score: 0.00)', ""has_hyponym, première, prima rappresentazione di un'opera teatrale o cinematografica. (Score: 0.00)"", 'has_hyponym, programma_radiofonico, No Gloss (Score: 0.00)', 'has_hyponym, quadro, ciascuna parte in cui si suddivide un atto in una rappresentazione teatrale (Score: 0.00)', 'has_hyponym, recita, No Gloss (Score: 0.00)', 'has_hyponym, recital, No Gloss (Score: 0.00)', 'has_hyponym, replica, ogni rappresentazione di uno spettacolo successiva alla prima. (Score: 0.00)', 'has_hyponym, riedizione, spettacolo che viene riproposto con alcune innovazioni (Score: 0.00)', 'has_hyponym, rivista, spettacolo di varietà in cui numeri musicali si alternano a numeri comici (Score: 0.00)', 'has_hyponym, sceneggiata, No Gloss (Score: 0.00)', 'has_hyponym, serata, spettacolo serale. (Score: 0.00)', 'has_hyponym, show, spettacolo di varietà  anche televisivo. (Score: 0.00)', 'has_hyponym, spogliarello, No Gloss (Score: 0.00)', 'has_hyponym, tauromachia, nel mondo antico era uno spettacolo consistente in un combattimento tra tori o fra uomini e tori. (Score: 0.00)', 'has_hyponym, torneo, oggi  spettacolo che simula e rievoca i combattimenti medioevali (Score: 0.00)', 'has_hyponym, trasmissione, programma televisivo (Score: 0.00)', 'has_hyponym, varietà, spettacolo teatrale di carattere leggero (Score: 0.00)']",0,-0.33,['schema'],[],[]
Ravenna,1,1,0.0,0.0,0,NP#2390,NP#46880,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
recapito,2,2,0.10475117334177524,-0.22524882665822477,0,N#692,N#7489,luogo in cui si può trovare la persona o l ente a cui un oggetto viene consegnato,la residenza,"['has_hyperonym, luogo, parte dello spazio occupata o occupabile materialmente o idealmente (Score: 0.00)']","['has_hyperonym, indicazione, ciò che indica qualcosa (Score: 0.00)', 'has_hyponym, domain_name, sequenza di sottonomi separati da un punto che può rappresentare un sito o un gruppo (Internet). (Score: 0.00)', 'has_hyponym, IP_address, No Gloss (Score: 0.00)', 'has_hyponym, URL, Uniform Resource Locators  localizzatore di risorse uniformi  forma di standardizzazione degli indirizzi di rete su Internet. (Score: 0.00)']",0,-0.33,['luogo'],[],[]
relitto,2,1,0.1216033147861901,0.1216033147861901,0,N#2666,N#25874,"persona ridotta in stato di miseria fisica o spirituale  che vive ai margini della società l alcol lo ha trasformato in un relitto umano
",avanzo di un naufragio,[],"[""has_hyperonym, sopravanzo, ciò che avanza  parte che resta di un tutto dopo che ne sia stata tolta un'altra parte  ciò che rimane  residuo. (Score: 0.00)""]",0,0,[],[],[]
remeggio,1,3,-0.1,-0.1,0,N#706,N#25664,[FALLBACK] ,[FALLBACK] pluralità di elementi materiali e/o astratti coordinati tra loro,[],"['has_hyperonym, totalità, pluralità di elementi materiali e/o astratti coordinati tra loro (Score: 0.00)']",0,0,[],[],[]
Reykjavik,1,1,0.0,0.0,0,NP#1234,NP#45898,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
rifiutare,1,1,0.09339537641256734,0.09339537641256734,0,V#1775,V#38511,dicesi del vento quando scarseggia e di conseguenza delle vele quando non portano a causa di tale diminuzione,non accettare,[],"['xpos_near_synonym, negazione, atto del rifiutare. (Score: 0.00)', 'has_hyperonym, tenere_un_comportamento, agire in un certo modo. (Score: 0.00)', 'has_hyponym, arroccarsi, rifiutare il dialogo  chiudersi in se stessi. (Score: 0.00)', 'has_hyponym, respingere, mandare indietro  non accettare. (Score: 0.00)', 'has_hyponym, ricusare, non accettare. (Score: 0.00)']",0,0,[],[],[]
rifiuto,1,3,0.11974201958742209,0.11974201958742209,0,N#1777,N#7250,zona della vela che si sgonfia in prossimità del bordo di entrata  a causa di un calo di vento o ad un cambio di direzione  e che quindi diminuisce la sua spinta propulsiva,resistenza opposta dal terreno all immissione di pali,[],"['has_hyperonym, resistenza, ogni forza che si oppone a una forza agente o potenza. (Score: 0.00)']",0,0,[],[],[]
Riga,1,1,0.0,0.0,0,NP#2481,NP#46748,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
rilevamento,1,2,0.0,-0.99,0,N#1779,N#18490,angolo orizzontale compreso fra una direzione fissa di riferimento e la visuale diretta a un oggetto  misurato secondo il senso orario,indagine condotta per sondare l opinione pubblica su certe quesitoni,"['has_hyperonym, angolo, (geom.) lo spazio tra due linee o piani che si intersecano (Score: 0.00)', 'has_hyponym, rilevamento a 45 gradi, No Gloss (Score: 0.00)', 'has_hyponym, rilevamento di incrocio, quando una imbarcazione ne rileva una seconda con un angolo costante nel tempo. In tal caso le due rotte seguite si incrociano e quindi sono dette ""di collisione"". (Score: 0.00)']","[""has_hyperonym, investigazione, indagine investigativa su una certa materia  indagine investigativa  atto del verificare.  atto del verificare  l'atto dell'esaminare  l'esaminare (Score: 0.00)"", 'has_hyponym, censimento, rilevamento periodico della popolazione nazionale (Score: 0.00)', ""has_hyponym, demoscopia, indagine statistica riguardo a date questioni  condotta sull'opinione pubblica (Score: 0.00)"", 'has_hyponym, psicometria, indagine psicologica tendente alla valutazione quantitativa dei comportamenti (Score: 0.00)', ""has_hyponym, referendum, sondaggio dell'opinione pubblica a fini statistici (Score: 0.00)""]",0,-0.99,"['angolo', 'rilevamento a 45 gradi', 'rilevamento di incrocio']",[],[]
rimorchiare,1,2,0.04851444156903245,0.04851444156903245,0,V#230,V#35781,trascinare  dietro o di fianco  una nave o imbarcazione priva dei suoi mezzi di propulsione,fig trascinare qualcuno con sé inducendolo a fare qualcosa,[],"['has_hyperonym, pungere, fare che qlcu. agisca in un certo modo. (Score: 0.00)', 'has_hyperonym, trascinare, No Gloss (Score: 0.00)']",0,0,[],[],[]
rinforzare,2,2,0.0,-0.66,0,V#1783,V#32532,aumentare il numero o la grossezza,dare maggiore saldezza e stabilità,"['has_hyponym, rinforzare gli ormeggi, No Gloss (Score: 0.00)', 'has_hyponym, rinforzare le vele, No Gloss (Score: 0.00)']","['has_hyperonym, fare_prendere, fare avere  far prendere certe caratteristiche (in senso concreto). (Score: 0.00)', 'has_hyponym, centinare, No Gloss (Score: 0.00)', 'has_hyponym, puntellare, No Gloss (Score: 0.00)']",0,-0.66,"['rinforzare gli ormeggi', 'rinforzare le vele']",[],[]
rinfrescare,1,3,0.10657035539480765,0.10657035539480765,0,V#1786,V#37166,allentare i cavi di ormeggio o le manovre  mutandone i punti di attacco o do volta,rendere di nuovo fresco o più fresco,[],"['has_hyperonym, fare_divenire, far diventare. (Score: 0.00)']",0,0,[],[],[]
rinvio,1,1,0.08732425546865667,-0.24267574453134333,0,N#1787,N#6054,congegno meccanico che muta la natura o la direzione del moto ricevuto dalla potenza motrice  e cambia la direzione del percorso di un cavo,nel commento di un testo  il rimandare ad altro passo del testo stesso  o ad altra opera,"[""has_hyponym, bozzello, carrucola semplice o multipla di forma e materiale differente costituita da una cassa all'interno della quale girano girano una o più pulegge (scanalate per ospitare il cavo che vi deve scorrere) e da un gancio per fissare il bozzello. (Score: 0.00)""]","['xpos_near_synonym, rimandare, mandare di nuovo o mandare indietro. (Score: 0.00)', 'has_hyperonym, nota, spiegazione aggiunta a margine o a piè di pagina  nota (Score: 0.00)']",0,-0.33,['bozzello'],[],[]
rollare,2,1,0.0,-0.33,0,V#1415,V#39817,oscillare dell imbarcazione in senso trasversale  per effetto del moto del mare,compiere movimenti dei beccheggio  detto di areomobili e di navi,"['xpos_near_synonym, rollata, oscillazione o sbandata laterale prodotta dal moto del mare. (Score: 0.00)']","[""xpos_near_synonym, beccheggio, oscillazione in senso longitudinale di un'imbarcazione o di un aereo dovuto a moto ondoso o correnti d'aria.  (Score: 0.00)"", 'has_hyperonym, oscillare, muoversi con movimento periodico e regolare fra due posizioni estreme. (Score: 0.00)']",0,-0.33,['rollata'],[],[]
Ronne,1,1,0.0,0.0,0,NP#1235,NP#46273,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Rostock,1,1,0.0,0.0,0,NP#1236,NP#47111,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Rouen,1,1,0.0,0.0,0,NP#1237,NP#46223,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
ruota,1,2,0.0598213473173204,-0.2701786526826796,0,N#1794,N#11381,nella sua accezione più comune indica la ruota di maneggio del timone,cilindro girevole situato in un apertura del muro e attraverso il quale si manda roba dall esterno all interno e viceversa in uso nei conventi di clausura,"['near_synonym, governale, strumento delle imbarcazioni per mantenere la direzione durante il moto (Score: 0.00)']","['has_hyperonym, cilindro, oggetto a forma di cilndro  tubo (Score: 0.00)']",0,-0.33,['governale'],[],[]
Saint_Malo,1,1,0.0,0.0,0,NP#1238,NP#48241,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Salerno,1,1,0.0,0.0,0,NP#2391,NP#48340,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Salonicco,1,1,0.0,0.0,0,NP#2413,NP#46478,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
salpare,1,1,0.08457986080147019,-0.24542013919852984,0,V#118,V#38930,recuperare l ancora a bordo dal fondo si usa anche col significato di lasciare l ancoraggio e partire,levare l ancora per partire  allontanrsi da un porto verso il mare aperto,"['has_hyperonym, manovrare, fare manovra  dirigere o modificare il movimento di una nave o di una imbarcazione. (Score: 0.00)']","['has_hyperonym, portare_via, rimuovere da un luogo. (Score: 0.00)']",0,-0.33,['manovrare'],[],[]
Samsun,1,1,0.0,0.0,0,NP#1278,NP#48014,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
San_Remo,1,1,0.0,0.0,0,NP#1279,NP#46207,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Santander,1,1,0.0,0.0,0,NP#2460,NP#46499,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Savannah,1,1,0.0,0.0,0,NP#1247,NP#47783,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Savona,1,1,0.0,0.0,0,NP#2397,NP#47586,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
sbandata,1,1,0.024428546199852616,-0.6355714538001475,0,N#1416,N#8878,forte rollata a causa di condizioni esterne,[FALLBACK] lo spostarsi di un corpo nello spazio.  l'atto di spostarsi,"['xpos_near_synonym, sbandare, inclinarsi lateralmente a causa del vento  del moto ondoso o di uno spostamento dei pesi a bordo. (Score: 0.00)', 'has_hyperonym, rollata, oscillazione o sbandata laterale prodotta dal moto del mare. (Score: 0.00)']","[""has_hyperonym, cammino, lo spostarsi di un corpo nello spazio.  l'atto di spostarsi (Score: 0.00)"", 'has_hyponym, deragliamento, No Gloss (Score: 0.00)', 'has_hyponym, scartata, No Gloss (Score: 0.00)']",0,-0.66,"['sbandare', 'rollata']",[],[]
sbarcare,2,2,0.09867961797986956,0.09867961797986956,0,V#618,V#37695,mettere a terra un carico,far scendere a terra da una nave passeggeri o merci ,[],"['has_hyperonym, fare, causare un cambiamento in un processo o uno stato (seguito da un infinito). (Score: 0.00)']",0,0,[],[],[]
sbattere,1,1,0.0,0.0,0,V#1718,V#34116,"si dice delle vele quando  a causa del vento debole  si gonfiano e sgonfiano alternativamente  provocando un rumore di frusta 
",battere qualcosa con energia ripetutamente,[],"['xpos_near_synonym, sbattimento, No Gloss (Score: 0.00)', 'xpos_near_synonym, sbattuta, No Gloss (Score: 0.00)', 'has_hyperonym, battere, picchiare  colpire una volta o ripetutamente  percuotere con le mani o con un arnese. (Score: 0.00)', 'has_hyponym, inchiodarsi, sbattere violentemente contro qualcosa. (Score: 0.00)', 'has_hyponym, sbatacchiare, sbattere o agitare con violenza o in malo modo  ripetutamente.. (Score: 0.00)']",0,0,[],[],[]
scadere,2,1,0.0,0.0,0,V#1422,V#41123,"lo spostarsi di un galleggiante in senso laterale per effetto del vento scarroccio o di altre cause  ad es una corrente marina
",perdere il pregio  il valore  le forze,[],"['xpos_near_synonym, scadimento, No Gloss (Score: 0.00)', 'has_hyperonym, perdere, restare privo  sia in senso fisico sia in senso astratto. (Score: 0.00)']",0,0,[],[],[]
scafo,1,2,-0.1,-0.43000000000000005,0,N#219,N#13617,tutto il corpo di un imbarcazione inclusa ossatura e rivestimento,[FALLBACK] ogni oggetto che occupi uno spazio ,"[""near_synonym, guscio, lo scafo nudo  cioè l'insieme dell'ossatura e della carena. (Score: 0.00)""]","['has_hyperonym, corpo, ogni oggetto che occupi uno spazio  (Score: 0.00)']",0,-0.33,['guscio'],[],[]
scandaglio,1,3,0.07244081925041986,0.07244081925041986,0,N#905,N#21159,strumento per misurare la profondità delle acque,il sondare i fondali del mare con l apposito strumento,[],"['xpos_near_synonym, scandagliare, No Gloss (Score: 0.00)', 'has_hyperonym, misurazione, atto e modo del misurare. (Score: 0.00)']",0,0,[],[],[]
scarrocciare,1,1,0.0,-0.66,0,V#1419,V#38605,lo scadere sottovento alla rotta predefinta  causato dall azione del vento,andare a scarroccio,"['xpos_near_synonym, scarroccio, lo ""scadere"" sottovento alla rotta predefinta  causato dall\'azione del vento. (Score: 0.00)', 'has_hyperonym, scadere, perdere prua rispetto al vento. (Score: 0.00)']","['has_hyperonym, ire, muoversi  spostarsi  senza meta o senza che la meta sia indicata. (Score: 0.00)']",0,-0.66,"['scarroccio', 'scadere']",[],[]
scarroccio,2,1,0.0,-0.33,0,N#1420,N#5142,lo scadere sottovento alla rotta predefinta  causato dall azione del vento,spostamento laterale di una imbarcazione,"['xpos_near_synonym, scarrocciare, Lo ""scadere"" sottovento alla rotta predefinta  causato dall\'azione del vento. (Score: 0.00)']","['has_hyperonym, manovra, insieme di operazioni necessarie per mettere in azione e far funzionare un veicolo  una macchina o un dispositivo (Score: 0.00)']",0,-0.33,['scarrocciare'],[],[]
scazzottare,1,1,0.0,-0.33,0,V#1842,V#40287,sciogliere una bandiera incazzottata,picchiare con il pugno,"['has_hyperonym, sciogliere, No Gloss (Score: 0.00)']","['has_hyperonym, picchiare, battere  prendere a botte. (Score: 0.00)']",0,-0.33,['sciogliere'],[],[]
sciogliere,1,6,0.07725898700975249,-0.9127410129902475,0,V#1264,V#32658,[FALLBACK] sciogliere e rilasciare una cima o una catena.,rilassare  rendere più flessibile una parte del corpo con opportuni esercizi,"['has_hyponym, mollare, sciogliere e rilasciare una cima o una catena. (Score: 0.00)', 'has_hyponym, scazzottare, sciogliere una bandiera incazzottata. (Score: 0.00)', ""has_hyponym, sferire la bandiera, slegare la bandiera dalla drizza a dall'alabbasso dopo averla ammainata. (Score: 0.00)""]","['has_hyperonym, fare_divenire, far diventare. (Score: 0.00)', 'has_hyponym, disarticolare, No Gloss (Score: 0.00)', 'has_hyponym, sgranchire, sciogliere i muscoli e le articolazioni intorpiditi o rattrappiti. (Score: 0.00)']",0,-0.99,"['mollare', 'scazzottare', 'sferire la bandiera']",[],[]
scoglio,1,1,0.06284629155461612,0.06284629155461612,0,N#1426,N#12885,roccia di diversa natura  che emerge dal mare in prossimità della costa e spesso costituisce un pericolo per la navigazione,roccia emergente dalle acque,[],"['has_hyperonym, roccia, aggregato di uno o più minerali (Score: 0.00)', 'has_hyponym, faraglione, grande scoglio che si distacca dalla costa (Score: 0.00)', 'has_hyponym, scogliera, serie di scogli che affiorano dal mare (Score: 0.00)']",0,0,[],[],[]
scontrare,1,1,0.0,-0.33,0,V#1429,V#37699,dicesi quando  durante un cambio di direzione di una imbarcazione  si mette rapidamente il timone dalla parte opposta in modo da frenare e contrastare lo spostamento della prua,attaccare combattimento  battaglia,"['has_hyperonym, manovrare, far funzionare attrezzature o strumenti per la navigazione mediante le operazioni o i movimenti necessari.  (Score: 0.00)']","[""has_hyperonym, attaccare, andare all'attacco   in senso sportivo. (Score: 0.00)""]",0,-0.33,['manovrare'],[],[]
scostare,1,3,-0.1,-0.1,0,V#1427,V#38680,deviare dalla rotta prestabilita,[FALLBACK] trattenersi  rimanere in un luogo per un periodo più o meno lungo.,[],"['has_hyperonym, stare, trattenersi  rimanere in un luogo per un periodo più o meno lungo. (Score: 0.00)']",0,0,[],[],[]
senseria,1,1,-0.1,-0.1,0,N#268,N#2708,[FALLBACK] ,[FALLBACK] somma versata per pagare  corrispettivo  in denaro o altro  del lavoro svolto,[],"['has_hyperonym, paga, somma versata per pagare  corrispettivo  in denaro o altro  del lavoro svolto (Score: 0.00)']",0,0,[],[],[]
sentina,1,1,-0.029015862652985877,-0.3590158626529859,0,N#899,N#16527,la parte più profonda del fondo dell imbarcazione dove si raccolgono le acque e i residui liquidi,[FALLBACK] edificio o parte di esso.,"['has_hyperonym, parte, ciascuno degli elementi o delle parti in cui è diviso un tutto. (Score: 0.00)']","['has_hyperonym, luogo, edificio o parte di esso. (Score: 0.00)']",0,-0.33,['parte'],[],[]
serbatoio,2,2,-0.1,-0.1,0,N#2200,N#31707,[FALLBACK] ,[FALLBACK] concavità naturale su una superficie,[],"['has_hyperonym, bacino, concavità naturale su una superficie (Score: 0.00)']",0,0,[],[],[]
Setubal,1,1,0.0,0.0,0,NP#1280,NP#45622,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
sicuramente,1,1,0.0,0.0,0,AV#2682,AV#48885,con sicurezza in nave si viaggia sicuramente,[FALLBACK] ,[],[],0,0,[],[],[]
